org_name,last_updated,neighborhood,address,latitude,longitude,site_updates,currently_open_for_receiving,opening_for_receiving,closing_for_receiving,currently_open_for_distributing,opening_for_distributing,closing_for_distributing,urgent_need,accepting,not_accepting,seeking_volunteers,seeking_translators,hot_meals,legal_support,covid_testing,pet_vaccination_health,pet_food,housing_support,food_delivery,wheelchair_accessible,elder,youth,baby_toddler,immigration_naturalization,eye_exams,dental,transportation_vouchers,clothing,insurance_not_needed,refugee_services,vaccinations_general,mental_health_services,healing_resources,art_resources,community_service,education,lgbtqia_supportive,qtibpoc_supportive,trans_supportive,black_run,indigenous_owned,community_run,spanish_speaking,somali_speaking,karen_speaking,memorial_space,medic_on_site,protest,seeking_money,seeking_money_url,delivery_only,distribution_to_residents_only,restricted_distribution,produce,household_supplies,needle_exchange,warming_site,no_id_needed,some_info_required,by_appointment,black_own,indigenous_run,public_transit,COVID_Vaccination
Friends in Need Food Shelf,3/6/2023 11:44am,SE Suburbs,"535 4th St, St Paul Park, MN 55071",44.8488700,-92.9972400,"Open (by appointment) Tuesdays 8am-4pm and Wednesdays 5:30pm-6:30pm.

Our main service area is Cottage Grove, Newport, St. Paul Park, and Grey Cloud Island, but we will help anyone in need of food, regardless of where they live. (Deliveries and our non-food programs are only for those in our service area.) We are pleased to offer fresh produce, deli, dairy, meat, milk, eggs, non-perishables, toiletries, and pet food in a grocery store-style setting. We allow clients to come every other week and we give out a very generous amount of food on each visit. We request that every time you visit the Friends in Need Food Shelf you bring picture identification and a current bill showing your address in our service area.  The bill can be a rent statement or receipt, utility bill, phone bill or any other bill dated recently.  If you are homeless, mention this when you call.

To make an appointment, call (651) 458-0730 on Mondays between 12:00-3:00, or Tuesdays between 7:30am-4:00pm to make an appointment. 
If you are disabled or lack transportation and would like to request delivery, call between 12pm and 3pm on Monday to set up a Tuesday delivery appointment. If you would like curbside pickup instead of coming inside to shop, please call between 12pm and 3pm on Monday to make a special appointment. When you arrive, park in our specially marked ""Curbside"" parking spot and call (651) 458-0730, and we'll bring food out to the car.

If none of these days or times work for you, we will be happy to make special accommodations. Please call (651) 458-0730. For a video tour of the food shelf, and info about other resources, see our website: https://www.finfood.org/get-help.html",no,never,,no,----,,,Financial donations: https://www.finfood.org/donate1.html,,Yes! More info here: https://www.finfood.org/volunteers.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://www.finfood.org/donate1.html,,,,,,,,,checked,checked,,,,
Minneapolis First SDA Church Community Services,11/30/2022 9:19pm,Whittier,"2315 Nicollet Ave, Minneapolis, MN 55404",44.9598800,-93.2777700,"Thursdays, 5pm-6:30pm

Sharing groceries, produce, personal hygiene products, clothing, household items and encouragement with families in Minneapolis.

https://www.minneapolisfirst.org/ministries/community-service",no,----,,no,----,,,"Items for homeless outreach (please contact Tom Baker at 952-486-2789 or takemesailing@yahoo.com to donate):

Food: canned food, microwaveable food, bread, peanut butter, any shelf-stable food, snacks, apples, bananas, pears, boxed juice

Clothing (all sizes and genders): wool socks, underwear, shoes, long underwear, winter jackets and pants, hats, gloves, mittens, belts, hand and feet warmers, winter boots, heavy pants, sweaters and sweatshirts, flannel shirts

Hygiene items: menstrual products, toothbrushes and toothpaste, dental floss, soap, shampoo, general cleaning products (environmentally friendly preferred)

Other items: socket wrench sets, scissors, utility knives, charcoal, ice, bottled water, scrap wood and building materials, zip ties, gorilla or duct tape, electric space heaters, warm sleeping bags, blankets, pillows, large tents (4 to 6 person), sleeping pads, gas card for generator (gas only), 5w-40 oil, sea foam, extension cord",,Yes - show up anytime between 3pm and 6pm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,checked,,,,,18-BUS-(2 blocks),
Loaves and Fishes: Advent Lutheran Church,12/23/2022 3:21pm,NW Suburbs,"540 East River Road, Anoka, MN 55303",45.1894600,-93.3818800,"Monday, Wednesday, and Friday from 5:00 – 6:00 PM

Hybrid meal service with to-go and in-person dining options. To-go meals served by the rear doors facing East River Road. In-Person Dining guests may enter the double doors facing East River Road.

https://www.loavesandfishesmn.org/community-meal-sites/advent-lutheran-church/",no,----,,no,----,,,,,(as of 12/2022) Not at this time.,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"850-BUS-(1 block),852-BUS-(1 blocks)",
Loaves and Fishes: Nokomis Heights Lutheran Church,1/4/2023 8:07pm,Hale,"5300 10th Ave S, Minneapolis, MN 55417",44.9067900,-93.2604600,"To-go meals served Wednesdays, 5-6pm.

https://www.loavesandfishesmn.org/community-meal-sites/nokomis-heights-lutheran-church/",no,----,,no,----,,,,,"(as of 12/2022) 
Yes - info/signup here: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-nokomis#/",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"14-BUS-(1 block),5-BUS-(3 blocks),DLINE-BUS-(3 blocks)",
Loaves and Fishes / Food Shelf-in-a-Box : True Vine New Bethel,6/1/2024 12:38am,Willard-Hay,"2639 N Thomas Ave, Minneapolis, MN 55411",45.0072700,-93.3136900,"Loaves and Fishes:
To-go meals served
Monday-Friday 12:30pm-1:30pm

Food Shelf in a Box:
Distributing food every 3rd Wednesday of the month: 1pm-3pm

-----
Loaves and Fishes website: https://www.loavesandfishesmn.org/community-meal-sites/true-vine-new-bethel/

Food Shelf In-A-Box website and contact: https://www.goodinthehood.org/our-programs/food-programs/foodshelf-in-a-box/ 
info@goodinthehood.org
612-217-4003",no,never,,no,not today,,, ,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,"14-BUS-(1 block),32-BUS-(3 blocks)",
Loaves and Fishes: Christ the King Lutheran Church,5/3/2023 8:47pm,South Suburbs,"8600 Fremont Ave S, Bloomington, MN 55420",44.8470300,-93.2970000,"Meals served Monday – Friday from 5:00 – 6:00 PM
To-go meals served at the main doors under the overhang.
*Closed 5/29 and 6/19*

https://www.loavesandfishesmn.org/community-meal-sites/christ-the-king-lutheran-church/
",no,----,,no,----,,,,,(as of 12/2022) Not at this time.,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Loaves and Fishes: Faith Covenant Church,12/23/2022 3:34pm,South Suburbs,"12921 Nicollet Ave, Burnsville, MN 55337",44.7689800,-93.2768800,"Meals served 
Wednesdays 5:30pm - 6:30pm 

Enter the parking lot at E 130th St. and To-Go meals are served at the coffee shop entry doors.

https://www.loavesandfishesmn.org/community-meal-sites/faith-covenant-church/
",no,----,,no,----,,,,,"(as of 12/2022) Yes, on Wednesday nights:
https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-faith3#/",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Loaves and Fishes: Mount Olivet Lutheran Church (Plymouth),5/3/2023 8:55pm,West Suburbs,"12235 Old Rockford Rd, Plymouth, MN 55441",45.0290146,-93.4379653,"To-go meals served: 
Mondays, 5:30-6:30pm

Curbside to-go meal served at Door 2. For additional Community Meal information, please visit: https://www.moply.org/community-meal

https://www.loavesandfishesmn.org/community-meal-sites/brunswick-united-methodist-church/",no,----,,no,----,,,,,(as of 12/2022) Yes: https://www.signupgenius.com/go/10c0d44a5ab2fa1fa7-mount,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://loavesandfishesmn.networkforgood.com,,,,,,,,checked,,,,,,
Community Kitchen Mpls,5/3/2023 8:20pm,Marcy Holmes,"500 8th Ave SE, Minneapolis MN 55414",44.9849368,-93.2427286,"Hot meals to go, Monday and Tuesday, 4:30-6:00pm.
Look for the door with the bag lunch on it, and come up the stairs!

Accepting donations Sundays 12:30-3:30 and Mondays/Tuesdays 1:30-6:00.

Volunteers turn rescued produce and donated goods into hot meals delivered to unhoused groups all over Minneapolis and offered to anyone who walks up.

linktr.ee/communitykitchenmpls",no,----,,no,----,,,"(as of 05/2023) Highest needs are bottled water, canned fruit, canned tomato products, rice, spaghetti, and Little Debbie-type snacks, but will accept any nonperishable food/drinks or travel-sized hygiene items.

If you're interested in donating a large quantity of items, homebaked desserts, or something perishable, please get in touch first: communitykitchenmpls@gmail.com",,"(as of 05/2023) Yes, for picking up water, cooking, packing meals, and delivering them in pairs: linktr.ee/communitykitchenmpls
",,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,checked,https://opencollective.com/communitykitchenmpls,,,,,,,,checked,,,,,"2-BUS-(2 blocks),4-BUS-(2 blocks),6-BUS-(2 blocks),250-BUS-(3 blocks),264-BUS-(3 blocks),270-BUS-(3 blocks)",
Keystone Foodmobile Grocery Distribution - Rice Street Library,5/27/2024 1:49pm,North End,"1011 Rice St, St Paul, MN 55117",45.0150900,-93.1063000,"Free Food Distribution 
One Tuesday of each month, 2pm-4pm

2024 upcoming dates:
May 21

Open to anyone needing food support. We will be distributing shelf stable groceries, produce, dairy, meat and other items in a safe, socially distanced manner.
This does count as a food shelf service, so participants will be asked a few questions prior to accessing food. Please note that the Foodmobile is a Keystone food shelf and thus participants can only access services once a month. 

More information: https://keystoneservices.org/food-shelves/foodmobile/",no,----,,no,----,,,,,(as of 15 Feb 2024) Yes; find info on website: https://keystoneservices.org/volunteer/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,checked,,,,,
Keystone Foodmobile Grocery Distribution - HealthPartners Como Clinic,5/27/2024 1:49pm,Como,"2500 Como Ave, St Paul, MN 55108",44.9865500,-93.2019200,"Free Food Distribution
One day each month, 10am-12pm.

2024 upcoming dates:
Wednesday, May 29

Open to anyone needing food support. We will be distributing shelf stable groceries, produce, dairy, meat and other items in a safe, socially distanced manner.
This does count as a food shelf service, so participants will be asked a few questions prior to accessing food. Please note that the Foodmobile is a Keystone food shelf and thus participants can only access services once a month. 

More information: https://keystoneservices.org/food-shelves/foodmobile/ ",no,----,,no,----,,,,,(as of 15 Feb 2024) Yes; find info on website: https://keystoneservices.org/volunteer/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,checked,checked,,,,,
Keystone Foodmobile Grocery Distribution - M Health Fairview - Roselawn Clinic,5/27/2024 1:50pm,Payne-Phalen,"1983 Sloan Pl #1, St Paul, MN 55117",45.0017000,-93.0882500,"Free Food Distribution
One Friday each month, 10am-12pm. 

2024 upcoming dates: 
May 17

Open to anyone needing food support. We will be distributing shelf stable groceries, produce, dairy, meat and other items in a safe, socially distanced manner.
This does count as a food shelf service, so participants will be asked a few questions prior to accessing food. Please note that the Foodmobile is a Keystone food shelf and thus participants can only access services once a month. 

More information: https://keystoneservices.org/food-shelves/foodmobile/ ",no,----,,no,----,,,,,(as of 15 Feb 2024) Yes; find info on website: https://keystoneservices.org/volunteer/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,checked,checked,,,,,
South Metro Islamic Center (SMIC),11/15/2023 10:22pm,SE Suburbs,"15400 S Robert Trail, Rosemount, MN 55068",44.7266300,-93.1315100,"Free food for all (no income restrictions) 
2nd Sunday of each month: 10am-12pm
Upcoming 2023 dates:
December 10
and 2024:
January 14
February 11
March 10
April 14
May 12
June 9

https://www.southmetroic.org/foodshelf 
Questions? Call 651-252-1186.
",no,not today,,no,not today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,
Way of the Lord Food Shelf,6/5/2024 8:17pm,North Suburbs,"804 131st Ave NE, Blaine, MN 55434",45.2069800,-93.2470100,"2nd and 4th Tuesdays of each month: 2:30-5:30pm. 

Food and miscellaneous items are available at no cost to those in need from Andover, Blaine, Coon Rapids and Ham Lake. Please bring a valid photo ID along with a current utility bill (showing your current address) to each visit to the Food Shelf.

The Way of the Lord Food Shelf is located on the campus of Way of the Lord Church on the north end of the property. The facility is a double-door garage behind the Genesis building. 

https://www.wayofthelord.org/food-shelf",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,checked,,,,,
Youthprise/Sisters Camelot: HCL Franklin Library,6/5/2024 7:50pm,Ventura Village,"1314 East Franklin Ave., Minneapolis, MN 55404 ",44.9630985,-93.2558541,"Youthprise serves snacks 3:30-7:30 pm Tuesday, Thursday, Saturday (https://youthprise.org/nutritionprogram/)

Sisters Camelot shares organic produce at this location on some Tuesday and Thursday afternoons. Watch Facebook for announcements about upcoming dates: https://www.facebook.com/SistersFoodshare/",no,never,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,"2-BUS-(1 block),9-BUS-(1 block),14-BUS-(1 block),67-BUS-(3 blocks)",
Pillsbury United Communities: Oak Park Center,4/10/2024 12:29pm,Near - North,"1701 Oak Park Avenue North, Minneapolis, MN, 55411",44.9874200,-93.3023800,"Take-out meals available Tuesdays-Thursdays, 4pm-6pm

https://pillsburyunited.org/programs/cafe-meals/",no,----,,no,----,,,"(as of 2/2023)
Financial donations accepted: https://pillsburyunited.org/donate/",,,,checked,,,,,,,,checked,checked,checked,,,,,,,,,,,,checked,,,,,,,,,,,,,,checked,https://pillsburyunited.org/donate/,,,,checked,,,,,,,,,7-BUS-(3 blocks),
EMpowerment Food Bank South,4/10/2024 10:13pm,Ventura Village,"2020 Elliot Ave, Minneapolis, MN 55404",44.9625300,-93.2611200,"Free food distribution
Second Friday of each month, 3-5pm

Enter on Franklin Ave S.

Through partnerships with NCFA and other organizations, we provide 500 to 1500 pounds of food from fruits and vegetables, meats, eggs, bread, dairy, and packaged products. https://www.brothersempowered.org/",no,never,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,checked,,,,,,,checked,https://www.paypal.com/donate/?hosted_button_id=REFKEKUW5G8LL,,,,checked,,,,checked,,,,,"5-BUS-(1 block),DLINE-BUS-(1 block),2-BUS-(1 block),9-BUS-(1 block)",
EMpowerment Food Bank Northwest,4/10/2024 10:12pm,NW Suburbs,"3978 W Broadway Ave, Minneapolis, MN 55422",45.0274300,-93.3341500,"Free food distribution
First Friday of each month, 3-5pm

Enter at gym door.

Through partnerships with NCFA and other organizations, we provide 500 to 1500 pounds of food from fruits and vegetables, meats, eggs, bread, dairy, and packaged products. https://www.brothersempowered.org/",no,never,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,checked,,,,,,,checked,https://www.paypal.com/donate/?hosted_button_id=REFKEKUW5G8LL,,,,checked,,,,checked,,,,,"14-BUS-(2 blocks),32-BUS-(2 blocks),717-BUS-(3 blocks),716-BUS-(3 blocks)",
EMpowerment Food Bank North,4/10/2024 10:13pm,Willard-Hay,"1801 N James Ave, Minneapolis, MN 55411",44.9969790,-93.3025670,"Free food distribution
Fourth Friday of each month, 3-5pm

Enter at gym door 29.

Through partnerships with NCFA and other organizations, we provide 500 to 1500 pounds of food from fruits and vegetables, meats, eggs, bread, dairy, and packaged products. https://www.brothersempowered.org/",no,never,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,checked,,,,,,,checked,https://www.paypal.com/donate/?hosted_button_id=REFKEKUW5G8LL,,,,checked,,,,checked,,,,,,
EMpowerment Food Bank St. Paul,4/10/2024 10:13pm,Midway,"1166 University Ave W, St Paul, MN 55104",44.9548100,-93.1499700,"Free food distribution
Third Friday of each month, 3-5pm

Use gym door.

Through partnerships with NCFA and other organizations, we provide 500 to 1500 pounds of food from fruits and vegetables, meats, eggs, bread, dairy, and packaged products. https://www.brothersempowered.org/",no,never,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,checked,,,,,,,checked,https://www.paypal.com/donate/?hosted_button_id=REFKEKUW5G8LL,,,,checked,,,,checked,,,,,"83-BUS-(1 block),21-BUS-(3 blocks),Green-GREENLINE-(1 block)",
